Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
31981,US-2015-GT14635140-42313,2015/11/5,2015/11/5,Same Day,GT-146351408,Grant Thornton,Corporate,27217,Burlington,North Carolina,United States,Southern US,USCA,OFF-AP-4222,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",$167.44,2,0.2,$14.65,32.47,High
33436,CA-2012-GT14635140-41065,2012/6/5,2012/6/10,Standard Class,GT-146351406,Grant Thornton,Corporate,11561,Long Beach,New York,United States,Eastern US,USCA,OFF-BI-6386,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,$149.54,9,0.2,$50.47,5.55,Medium
34606,CA-2013-GT14635140-41583,2013/11/5,2013/11/11,Standard Class,GT-146351406,Grant Thornton,Corporate,10009,New York City,New York,United States,Eastern US,USCA,OFF-BI-6367,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",$25.34,6,0.2,$8.87,2.65,Low
33437,CA-2012-GT14635140-41065,2012/6/5,2012/6/10,Standard Class,GT-146351406,Grant Thornton,Corporate,11561,Long Beach,New York,United States,Eastern US,USCA,OFF-SU-2981,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,$17.14,2,0,$4.46,1.39,Medium
33363,CA-2012-GG14650140-41212,2012/10/30,2012/11/3,Standard Class,GG-146501404,Greg Guthrie,Corporate,90049,Los Angeles,California,United States,Western US,USCA,TEC-AC-5187,Technology,Accessories,Maxell LTO Ultrium - 800 GB,$251.91,9,0,$47.86,39.1,High
39252,CA-2015-GG14650140-42283,2015/10/6,2015/10/11,Standard Class,GG-146501404,Greg Guthrie,Corporate,95928,Chico,California,United States,Western US,USCA,FUR-CH-4401,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,$435.17,4,0.2,-$59.84,27.04,Medium
33068,CA-2014-GG14650140-41971,2014/11/28,2014/11/30,Second Class,GG-146501402,Greg Guthrie,Corporate,60623,Chicago,Illinois,United States,Central US,USCA,OFF-ST-5765,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",$97.98,2,0.2,-$24.50,26.2,Critical
33362,CA-2012-GG14650140-41212,2012/10/30,2012/11/3,Standard Class,GG-146501404,Greg Guthrie,Corporate,90049,Los Angeles,California,United States,Western US,USCA,FUR-CH-5381,Furniture,Chairs,Novimex Fabric Task Chair,$146.35,3,0.2,-$9.15,23.23,High
33361,CA-2012-GG14650140-41212,2012/10/30,2012/11/3,Standard Class,GG-146501404,Greg Guthrie,Corporate,90049,Los Angeles,California,United States,Western US,USCA,OFF-ST-6293,Office Supplies,Storage,Tennsco Regal Shelving Units,$405.64,4,0,$12.17,18.82,High
33357,CA-2012-GG14650140-41212,2012/10/30,2012/11/3,Standard Class,GG-146501404,Greg Guthrie,Corporate,90049,Los Angeles,California,United States,Western US,USCA,OFF-ST-5079,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",$80.30,5,0,$20.88,15.67,High
33069,CA-2014-GG14650140-41971,2014/11/28,2014/11/30,Second Class,GG-146501402,Greg Guthrie,Corporate,60623,Chicago,Illinois,United States,Central US,USCA,TEC-AC-5210,Technology,Accessories,Memorex Micro Travel Drive 8 GB,$62.40,6,0.2,$19.50,15.23,Critical
38673,US-2015-GG14650140-42311,2015/11/3,2015/11/6,First Class,GG-146501402,Greg Guthrie,Corporate,61701,Bloomington,Illinois,United States,Central US,USCA,OFF-AR-6104,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,$54.34,4,0.2,$5.43,13.06,High
39256,CA-2015-GG14650140-42283,2015/10/6,2015/10/11,Standard Class,GG-146501404,Greg Guthrie,Corporate,95928,Chico,California,United States,Western US,USCA,FUR-TA-4943,Furniture,Tables,KI Adjustable-Height Table,$206.35,3,0.2,$5.16,12.23,Medium
31415,US-2013-GG14650140-41369,2013/4/5,2013/4/10,Standard Class,GG-146501408,Greg Guthrie,Corporate,37620,Bristol,Tennessee,United States,Southern US,USCA,OFF-BI-4338,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,$157.79,1,0.7,-$115.72,8.81,Medium
33359,CA-2012-GG14650140-41212,2012/10/30,2012/11/3,Standard Class,GG-146501404,Greg Guthrie,Corporate,90049,Los Angeles,California,United States,Western US,USCA,OFF-PA-6508,Office Supplies,Paper,Xerox 1952,$64.74,13,0,$30.43,6.72,High
39255,CA-2015-GG14650140-42283,2015/10/6,2015/10/11,Standard Class,GG-146501404,Greg Guthrie,Corporate,95928,Chico,California,United States,Western US,USCA,FUR-FU-3912,Furniture,Furnishings,DAX Clear Channel Poster Frame,$72.90,5,0,$26.97,4.98,Medium
32429,US-2014-GG14650140-41980,2014/12/7,2014/12/8,First Class,GG-146501404,Greg Guthrie,Corporate,94509,Antioch,California,United States,Western US,USCA,OFF-PA-6579,Office Supplies,Paper,Xerox 216,$19.44,3,0,$9.33,3.64,Medium
34252,CA-2014-GG14650140-41870,2014/8/19,2014/8/25,Standard Class,GG-146501406,Greg Guthrie,Corporate,10035,New York City,New York,United States,Eastern US,USCA,TEC-PH-4385,Technology,Phones,GE DSL Phone Line Filter,$39.99,1,0,$11.60,3.18,Medium
33360,CA-2012-GG14650140-41212,2012/10/30,2012/11/3,Standard Class,GG-146501404,Greg Guthrie,Corporate,90049,Los Angeles,California,United States,Western US,USCA,OFF-BI-4297,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",$19.30,3,0.2,$6.03,2.51,High
38416,CA-2015-GG14650140-42326,2015/11/18,2015/11/25,Standard Class,GG-146501404,Greg Guthrie,Corporate,98103,Seattle,Washington,United States,Western US,USCA,OFF-BI-3741,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",$13.90,2,0.2,$4.52,1.88,Medium
33364,CA-2012-GG14650140-41212,2012/10/30,2012/11/3,Standard Class,GG-146501404,Greg Guthrie,Corporate,90049,Los Angeles,California,United States,Western US,USCA,OFF-AR-5303,Office Supplies,Art,Newell 325,$12.39,3,0,$3.72,1.78,High
39253,CA-2015-GG14650140-42283,2015/10/6,2015/10/11,Standard Class,GG-146501404,Greg Guthrie,Corporate,95928,Chico,California,United States,Western US,USCA,OFF-FA-6129,Office Supplies,Fasteners,Staples,$14.90,5,0,$6.85,1.77,Medium
37893,CA-2015-GG14650140-42118,2015/4/24,2015/4/27,First Class,GG-146501406,Greg Guthrie,Corporate,43229,Columbus,Ohio,United States,Eastern US,USCA,OFF-PA-6505,Office Supplies,Paper,Xerox 195,$5.34,1,0.2,$1.87,1.74,Critical
39254,CA-2015-GG14650140-42283,2015/10/6,2015/10/11,Standard Class,GG-146501404,Greg Guthrie,Corporate,95928,Chico,California,United States,Western US,USCA,OFF-AP-4740,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",$15.80,4,0,$4.11,1.71,Medium
39257,CA-2015-GG14650140-42283,2015/10/6,2015/10/11,Standard Class,GG-146501404,Greg Guthrie,Corporate,95928,Chico,California,United States,Western US,USCA,TEC-PH-6097,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",$7.99,1,0.2,$2.70,1.59,Medium
37892,CA-2015-GG14650140-42118,2015/4/24,2015/4/27,First Class,GG-146501406,Greg Guthrie,Corporate,43229,Columbus,Ohio,United States,Eastern US,USCA,OFF-BI-6629,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,$11.76,5,0.7,-$7.84,1.43,Critical
33358,CA-2012-GG14650140-41212,2012/10/30,2012/11/3,Standard Class,GG-146501404,Greg Guthrie,Corporate,90049,Los Angeles,California,United States,Western US,USCA,OFF-BI-3277,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",$15.97,2,0.2,$5.39,1.31,High
33356,CA-2012-GG14650140-41212,2012/10/30,2012/11/3,Standard Class,GG-146501404,Greg Guthrie,Corporate,90049,Los Angeles,California,United States,Western US,USCA,OFF-FA-6129,Office Supplies,Fasteners,Staples,$11.34,3,0,$5.22,1.2,High
35717,CA-2013-GH14665140-41595,2013/11/17,2013/11/21,Second Class,GH-146651402,Greg Hansen,Consumer,60610,Chicago,Illinois,United States,Central US,USCA,OFF-SU-2964,Office Supplies,Supplies,Acme Box Cutter Scissors,$40.92,5,0.2,$3.07,2.4,Medium
32251,CA-2015-GH14665140-42367,2015/12/29,2016/1/2,Standard Class,GH-146651402,Greg Hansen,Consumer,78664,Round Rock,Texas,United States,Central US,USCA,FUR-BO-3652,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",$78.85,2,0.32,-$11.60,1.55,Medium
32250,CA-2015-GH14665140-42367,2015/12/29,2016/1/2,Standard Class,GH-146651402,Greg Hansen,Consumer,78664,Round Rock,Texas,United States,Central US,USCA,OFF-AR-6104,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,$27.17,2,0.2,$2.72,1.33,Medium
40494,CA-2012-GM14680140-41038,2012/5/9,2012/5/14,Standard Class,GM-146801404,Greg Matthias,Consumer,95123,San Jose,California,United States,Western US,USCA,TEC-PH-6365,Technology,Phones,Wilson Electronics DB Pro Signal Booster,"$1,432.00",5,0.2,$125.30,88.7,Medium
38242,CA-2014-GM14680140-41913,2014/10/1,2014/10/5,Standard Class,GM-146801406,Greg Matthias,Consumer,10011,New York City,New York,United States,Eastern US,USCA,FUR-BO-5526,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",$523.92,5,0.2,-$26.20,38.76,High
40735,CA-2015-GM14680140-42217,2015/8/1,2015/8/6,Standard Class,GM-146801406,Greg Matthias,Consumer,19134,Philadelphia,Pennsylvania,United States,Eastern US,USCA,TEC-PH-5623,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,$285.58,4,0.4,-$57.12,27.84,Medium
33525,CA-2014-GM14680140-41914,2014/10/2,2014/10/6,Standard Class,GM-146801406,Greg Matthias,Consumer,10024,New York City,New York,United States,Eastern US,USCA,FUR-TA-3752,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",$330.59,1,0.4,-$115.71,20.49,Medium
40496,CA-2012-GM14680140-41038,2012/5/9,2012/5/14,Standard Class,GM-146801404,Greg Matthias,Consumer,95123,San Jose,California,United States,Western US,USCA,FUR-CH-4674,Furniture,Chairs,Hon Pagoda Stacking Chairs,$256.78,1,0.2,$32.10,15.16,Medium
33223,US-2014-GM14680140-41800,2014/6/10,2014/6/16,Standard Class,GM-146801404,Greg Matthias,Consumer,90045,Los Angeles,California,United States,Western US,USCA,TEC-PH-3180,Technology,Phones,Avaya 4621SW VoIP phone,$177.48,3,0.2,$19.97,12.7,Medium
40493,CA-2012-GM14680140-41038,2012/5/9,2012/5/14,Standard Class,GM-146801404,Greg Matthias,Consumer,95123,San Jose,California,United States,Western US,USCA,OFF-PA-6085,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,$39.96,2,0,$19.18,2.45,Medium
32535,CA-2012-GM14680140-41131,2012/8/10,2012/8/14,Standard Class,GM-146801404,Greg Matthias,Consumer,98105,Seattle,Washington,United States,Western US,USCA,FUR-FU-4072,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",$12.35,1,0,$5.43,2.05,Medium
32537,CA-2012-GM14680140-41131,2012/8/10,2012/8/14,Standard Class,GM-146801404,Greg Matthias,Consumer,98105,Seattle,Washington,United States,Western US,USCA,OFF-FA-6344,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",$22.96,2,0,$10.79,1.84,Medium
40495,CA-2012-GM14680140-41038,2012/5/9,2012/5/14,Standard Class,GM-146801404,Greg Matthias,Consumer,95123,San Jose,California,United States,Western US,USCA,OFF-SU-2970,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,$41.04,6,0,$11.08,1.8,Medium
32536,CA-2012-GM14680140-41131,2012/8/10,2012/8/14,Standard Class,GM-146801404,Greg Matthias,Consumer,98105,Seattle,Washington,United States,Western US,USCA,OFF-AR-5901,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,$40.97,1,0,$10.65,1.25,Medium
34577,CA-2012-GM14695140-41003,2012/4/4,2012/4/8,Second Class,GM-146951408,Greg Maxwell,Corporate,22304,Alexandria,Virginia,United States,Southern US,USCA,OFF-SU-5168,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,"$4,164.05",5,0,$83.28,846.54,High
33774,CA-2015-GM14695140-42252,2015/9/5,2015/9/9,Second Class,GM-146951404,Greg Maxwell,Corporate,90036,Los Angeles,California,United States,Western US,USCA,FUR-TA-3753,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,"$1,322.35",3,0.2,-$99.18,153.52,Medium
34708,CA-2014-GM14695140-41903,2014/9/21,2014/9/25,Standard Class,GM-146951404,Greg Maxwell,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-BI-4274,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,$271.98,2,0.2,$88.39,31.98,High
34707,CA-2014-GM14695140-41903,2014/9/21,2014/9/25,Standard Class,GM-146951404,Greg Maxwell,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-PA-6213,Office Supplies,Paper,Strathmore Photo Frame Cards,$65.79,9,0,$30.26,8.25,High
34711,CA-2014-GM14695140-41903,2014/9/21,2014/9/25,Standard Class,GM-146951404,Greg Maxwell,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-BI-4833,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,$48.64,2,0.2,$15.81,6.59,High
34710,CA-2014-GM14695140-41903,2014/9/21,2014/9/25,Standard Class,GM-146951404,Greg Maxwell,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-PA-6499,Office Supplies,Paper,Xerox 1944,$77.52,2,0,$37.98,4.43,High
34574,CA-2012-GM14695140-41003,2012/4/4,2012/4/8,Second Class,GM-146951408,Greg Maxwell,Corporate,22304,Alexandria,Virginia,United States,Southern US,USCA,TEC-PH-3166,Technology,Phones,AT&T CL82213,$28.99,1,0,$8.41,3.76,High
34573,CA-2012-GM14695140-41003,2012/4/4,2012/4/8,Second Class,GM-146951408,Greg Maxwell,Corporate,22304,Alexandria,Virginia,United States,Southern US,USCA,OFF-AR-3853,Office Supplies,Art,Crayola Colored Pencils,$22.96,7,0,$7.58,3.39,High
34576,CA-2012-GM14695140-41003,2012/4/4,2012/4/8,Second Class,GM-146951408,Greg Maxwell,Corporate,22304,Alexandria,Virginia,United States,Southern US,USCA,OFF-AR-5299,Office Supplies,Art,Newell 321,$22.96,7,0,$6.66,2.45,High
34709,CA-2014-GM14695140-41903,2014/9/21,2014/9/25,Standard Class,GM-146951404,Greg Maxwell,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-AR-5323,Office Supplies,Art,Newell 343,$11.76,4,0,$3.18,1.86,High
34575,CA-2012-GM14695140-41003,2012/4/4,2012/4/8,Second Class,GM-146951408,Greg Maxwell,Corporate,22304,Alexandria,Virginia,United States,Southern US,USCA,OFF-PA-6513,Office Supplies,Paper,Xerox 1957,$12.96,2,0,$6.35,1.79,High
37704,CA-2015-GT14710140-42139,2015/5/15,2015/5/16,First Class,GT-147101402,Greg Tran,Consumer,77041,Houston,Texas,United States,Central US,USCA,FUR-CH-4399,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,$899.43,5,0.3,-$12.85,149.73,High
37831,CA-2012-GT14710140-41229,2012/11/16,2012/11/21,Standard Class,GT-147101406,Greg Tran,Consumer,14215,Buffalo,New York,United States,Eastern US,USCA,OFF-BI-4343,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,"$2,152.78",3,0.2,$726.56,131.42,Medium
37832,CA-2012-GT14710140-41229,2012/11/16,2012/11/21,Standard Class,GT-147101406,Greg Tran,Consumer,14215,Buffalo,New York,United States,Eastern US,USCA,FUR-BO-3978,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,"$4,007.84",10,0.2,-$50.10,87.33,Medium
32318,CA-2013-GT14710140-41391,2013/4/27,2013/5/3,Standard Class,GT-147101406,Greg Tran,Consumer,20016,Washington,District of Columbia,United States,Eastern US,USCA,FUR-CH-4396,Furniture,Chairs,Global Comet Stacking Arm Chair,"$1,267.53",3,0,$316.88,83.04,Medium
32319,CA-2013-GT14710140-41391,2013/4/27,2013/5/3,Standard Class,GT-147101406,Greg Tran,Consumer,20016,Washington,District of Columbia,United States,Eastern US,USCA,TEC-MA-3813,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,"$1,379.92",8,0,$648.56,75.71,Medium
34231,US-2014-GT14710140-41980,2014/12/7,2014/12/13,Standard Class,GT-147101404,Greg Tran,Consumer,98105,Seattle,Washington,United States,Western US,USCA,TEC-PH-4455,Technology,Phones,Google Nexus 5,$431.98,3,0.2,$27.00,40.59,Medium
38309,US-2012-GT14710140-41051,2012/5/22,2012/5/26,Standard Class,GT-147101406,Greg Tran,Consumer,10035,New York City,New York,United States,Eastern US,USCA,OFF-AP-2855,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",$208.16,1,0,$56.20,17.78,Medium
32151,CA-2014-GT14710140-41689,2014/2/19,2014/2/24,Standard Class,GT-147101406,Greg Tran,Consumer,10035,New York City,New York,United States,Eastern US,USCA,OFF-ST-3745,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,$242.94,3,0,$9.72,16.91,Medium
34230,US-2014-GT14710140-41980,2014/12/7,2014/12/13,Standard Class,GT-147101404,Greg Tran,Consumer,98105,Seattle,Washington,United States,Western US,USCA,TEC-PH-5602,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,$156.79,1,0.2,$13.72,12.85,Medium
34235,US-2014-GT14710140-41980,2014/12/7,2014/12/13,Standard Class,GT-147101404,Greg Tran,Consumer,98105,Seattle,Washington,United States,Western US,USCA,OFF-PA-6069,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",$189.70,5,0,$89.16,12.38,Medium
34234,US-2014-GT14710140-41980,2014/12/7,2014/12/13,Standard Class,GT-147101404,Greg Tran,Consumer,98105,Seattle,Washington,United States,Western US,USCA,OFF-PA-6429,Office Supplies,Paper,Xerox 1880,$248.08,7,0,$116.60,12.15,Medium
38834,CA-2014-GT14710140-41689,2014/2/19,2014/2/22,Second Class,GT-147101404,Greg Tran,Consumer,94109,San Francisco,California,United States,Western US,USCA,OFF-PA-6429,Office Supplies,Paper,Xerox 1880,$70.88,2,0,$33.31,11.01,Critical
37705,CA-2015-GT14710140-42139,2015/5/15,2015/5/16,First Class,GT-147101402,Greg Tran,Consumer,77041,Houston,Texas,United States,Central US,USCA,OFF-AR-5285,Office Supplies,Art,Newell 309,$46.20,5,0.2,$5.78,10.74,High
37708,CA-2015-GT14710140-42139,2015/5/15,2015/5/16,First Class,GT-147101402,Greg Tran,Consumer,77041,Houston,Texas,United States,Central US,USCA,OFF-PA-6491,Office Supplies,Paper,Xerox 1937,$76.86,2,0.2,$26.90,8.23,High
37890,CA-2014-GT14710140-41804,2014/6/14,2014/6/17,Second Class,GT-147101406,Greg Tran,Consumer,10024,New York City,New York,United States,Eastern US,USCA,OFF-BI-5637,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,$33.57,2,0.2,$11.75,5.61,High
34233,US-2014-GT14710140-41980,2014/12/7,2014/12/13,Standard Class,GT-147101404,Greg Tran,Consumer,98105,Seattle,Washington,United States,Western US,USCA,OFF-BI-4832,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,$47.21,7,0.2,$15.34,5.13,Medium
32150,CA-2014-GT14710140-41689,2014/2/19,2014/2/24,Standard Class,GT-147101406,Greg Tran,Consumer,10035,New York City,New York,United States,Eastern US,USCA,FUR-FU-4231,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",$44.46,2,0,$14.67,3.97,Medium
34232,US-2014-GT14710140-41980,2014/12/7,2014/12/13,Standard Class,GT-147101404,Greg Tran,Consumer,98105,Seattle,Washington,United States,Western US,USCA,OFF-EN-4902,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,$35.89,1,0,$16.15,3.49,Medium
32124,CA-2015-GT14710140-42238,2015/8/22,2015/8/29,Standard Class,GT-147101402,Greg Tran,Consumer,55044,Lakeville,Minnesota,United States,Central US,USCA,OFF-SU-2972,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,$37.24,4,0,$10.80,2.65,Medium
37706,CA-2015-GT14710140-42139,2015/5/15,2015/5/16,First Class,GT-147101402,Greg Tran,Consumer,77041,Houston,Texas,United States,Central US,USCA,OFF-PA-6490,Office Supplies,Paper,Xerox 1936,$47.95,3,0.2,$16.18,2.6,High
37441,CA-2015-GT14710140-42183,2015/6/28,2015/7/2,Standard Class,GT-147101402,Greg Tran,Consumer,68104,Omaha,Nebraska,United States,Central US,USCA,OFF-PA-6419,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",$20.07,3,0,$9.23,2.13,High
38307,US-2012-GT14710140-41051,2012/5/22,2012/5/26,Standard Class,GT-147101406,Greg Tran,Consumer,10035,New York City,New York,United States,Eastern US,USCA,OFF-BI-3302,Office Supplies,Binders,Avery Non-Stick Binders,$17.96,5,0.2,$5.84,2.02,Medium
31850,CA-2015-GT14710140-42333,2015/11/25,2015/11/29,Standard Class,GT-147101402,Greg Tran,Consumer,77070,Houston,Texas,United States,Central US,USCA,OFF-FA-3076,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,$10.82,3,0.2,$2.57,1.88,Medium
34236,US-2014-GT14710140-41980,2014/12/7,2014/12/13,Standard Class,GT-147101404,Greg Tran,Consumer,98105,Seattle,Washington,United States,Western US,USCA,OFF-BI-4368,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,$59.81,3,0.2,$19.44,1.83,Medium
32125,CA-2015-GT14710140-42238,2015/8/22,2015/8/29,Standard Class,GT-147101402,Greg Tran,Consumer,55044,Lakeville,Minnesota,United States,Central US,USCA,OFF-EN-5974,Office Supplies,Envelopes,Security-Tint Envelopes,$15.28,2,0,$7.49,1.74,Medium
37707,CA-2015-GT14710140-42139,2015/5/15,2015/5/16,First Class,GT-147101402,Greg Tran,Consumer,77041,Houston,Texas,United States,Central US,USCA,TEC-PH-5581,Technology,Phones,PayAnywhere Card Reader,$7.99,1,0.2,$0.70,1.7,High
32123,CA-2015-GT14710140-42238,2015/8/22,2015/8/29,Standard Class,GT-147101402,Greg Tran,Consumer,55044,Lakeville,Minnesota,United States,Central US,USCA,OFF-FA-3051,Office Supplies,Fasteners,Advantus Plastic Paper Clips,$35.00,7,0,$16.80,1.68,Medium
32317,CA-2013-GT14710140-41391,2013/4/27,2013/5/3,Standard Class,GT-147101406,Greg Tran,Consumer,20016,Washington,District of Columbia,United States,Eastern US,USCA,OFF-FA-6129,Office Supplies,Fasteners,Staples,$22.74,3,0,$8.87,1.42,Medium
38308,US-2012-GT14710140-41051,2012/5/22,2012/5/26,Standard Class,GT-147101406,Greg Tran,Consumer,10035,New York City,New York,United States,Eastern US,USCA,OFF-SU-5078,Office Supplies,Supplies,Letter Slitter,$5.04,2,0,$0.15,1.07,Medium
32171,CA-2015-GA14725140-42242,2015/8/26,2015/8/30,Standard Class,GA-147251408,Guy Armstrong,Consumer,28205,Charlotte,North Carolina,United States,Southern US,USCA,OFF-PA-6462,Office Supplies,Paper,Xerox 1910,$192.16,5,0.2,$67.26,18.82,Medium
40554,CA-2012-GA14725140-40951,2012/2/12,2012/2/16,Second Class,GA-147251402,Guy Armstrong,Consumer,65203,Columbia,Missouri,United States,Central US,USCA,FUR-FU-5722,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",$332.94,3,0,$53.27,18.55,Medium
37435,CA-2012-GA14725140-40997,2012/3/29,2012/4/3,Standard Class,GA-147251404,Guy Armstrong,Consumer,94110,San Francisco,California,United States,Western US,USCA,FUR-BO-5527,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,$205.67,2,0.15,-$12.10,17.41,Medium
40551,CA-2012-GA14725140-40951,2012/2/12,2012/2/16,Second Class,GA-147251402,Guy Armstrong,Consumer,65203,Columbia,Missouri,United States,Central US,USCA,FUR-CH-4427,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",$60.89,1,0,$15.22,10.07,Medium
40556,CA-2012-GA14725140-40951,2012/2/12,2012/2/16,Second Class,GA-147251402,Guy Armstrong,Consumer,65203,Columbia,Missouri,United States,Central US,USCA,OFF-ST-4272,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,$64.96,2,0,$2.60,6.78,Medium
39240,CA-2015-GA14725140-42364,2015/12/26,2016/1/2,Standard Class,GA-147251402,Guy Armstrong,Consumer,75081,Dallas,Texas,United States,Central US,USCA,OFF-FA-6129,Office Supplies,Fasteners,Staples,$44.69,7,0.2,$5.03,6.61,Low
36683,CA-2015-GA14725140-42076,2015/3/13,2015/3/18,Standard Class,GA-147251408,Guy Armstrong,Consumer,72756,Rogers,Arkansas,United States,Southern US,USCA,OFF-BI-3302,Office Supplies,Binders,Avery Non-Stick Binders,$40.41,9,0,$18.59,5.74,High
39242,CA-2015-GA14725140-42364,2015/12/26,2016/1/2,Standard Class,GA-147251402,Guy Armstrong,Consumer,75081,Dallas,Texas,United States,Central US,USCA,OFF-BI-6408,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$40.98,5,0.8,-$65.57,4.14,Low
40555,CA-2012-GA14725140-40951,2012/2/12,2012/2/16,Second Class,GA-147251402,Guy Armstrong,Consumer,65203,Columbia,Missouri,United States,Central US,USCA,OFF-BI-6338,Office Supplies,Binders,VariCap6 Expandable Binder,$51.90,3,0,$24.39,3.52,Medium
39239,CA-2015-GA14725140-42364,2015/12/26,2016/1/2,Standard Class,GA-147251402,Guy Armstrong,Consumer,75081,Dallas,Texas,United States,Central US,USCA,OFF-BI-6409,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,$39.58,9,0.8,-$59.37,3.12,Low
34134,CA-2015-GA14725140-42320,2015/11/12,2015/11/17,Standard Class,GA-147251404,Guy Armstrong,Consumer,90036,Los Angeles,California,United States,Western US,USCA,OFF-BI-4833,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,$121.60,5,0.2,$39.52,3.08,Medium
35927,US-2013-GA14725140-41562,2013/10/15,2013/10/15,Same Day,GA-147251402,Guy Armstrong,Consumer,48858,Mount Pleasant,Michigan,United States,Central US,USCA,FUR-FU-3916,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",$17.14,2,0,$6.17,2.65,High
36884,CA-2013-GA14725140-41352,2013/3/19,2013/3/20,First Class,GA-147251404,Guy Armstrong,Consumer,93534,Lancaster,California,United States,Western US,USCA,OFF-FA-6192,Office Supplies,Fasteners,Stockwell Push Pins,$10.90,5,0,$3.60,2.63,High
34098,US-2013-GA14725140-41579,2013/11/1,2013/11/4,First Class,GA-147251404,Guy Armstrong,Consumer,97301,Salem,Oregon,United States,Western US,USCA,OFF-AR-5156,Office Supplies,Art,Lumber Crayons,$7.88,1,0.2,$1.77,2.59,High
